x,y,class
-0.0012836,-0.0010605,2
-0.0015343,-0.00046125,2
-0.0030577,-0.0013427,2
-0.0022882,-0.0012517,2
-0.0017197,-0.00051322,2
-0.0008225,-0.00017457,2
-0.0025022,-0.00035413,2
-0.0029587,-0.0015509,2
-0.0016667,-0.00035951,2
-0.0017785,-0.00037055,2
-0.0024403,-0.001514,2
-0.0020948,-0.0016597,2
-0.0024858,0.00031126,2
-0.001738,-0.0016718,2
-0.0024503,-0.00030474,2
-0.0013128,-0.00010924,2
-0.0010924,-0.0004419,2
-0.0016344,2.72E-07,2
-0.0015134,-0.00063395,2
-0.0023778,-0.00051133,2
-0.0024334,-0.0010356,2
-0.00206,0.00075685,2
-0.0020205,-0.001267,2
-0.002282,-0.0016855,2
-0.0016893,-0.00085306,2
-0.0021087,-0.0021941,2
-0.001741,-0.00052128,2
-0.0011524,0.0004241,2
-0.0020866,0.00035503,2
-0.0014367,-4.92E-05,2
-0.0016351,-0.0010532,2
-0.00057263,-0.0014217,2
-0.0016374,0.00041992,2
-0.0019325,-0.00036492,2
-0.0021368,-0.00049902,2
-0.0014601,0.00016629,2
-0.0020523,-0.00069829,2
-0.0021061,-0.00061884,2
-0.0014945,-0.0014346,2
-0.0019675,-0.00086316,2
-0.0018654,-0.0013374,2
-0.0022188,-0.00097767,2
-0.0012216,-3.33E-05,2
-0.00053016,0.00014204,2
4.84E-05,0.00013396,2
-0.0018288,-0.00059417,2
-0.0016678,-0.0019998,2
-0.0020572,-0.0012857,2
-0.0012816,0.00090226,2
-0.0010275,-0.0012769,2
-0.0012744,-0.00080024,2
-0.0014998,-0.0012337,2
-0.0023934,-0.0019484,2
-0.002369,-0.0014252,2
-0.0018661,-0.0010382,2
-0.0019534,-0.00095581,2
-0.0023327,-0.0014469,2
-0.0014334,-0.0020834,2
-0.0022938,-0.00041625,2
-0.00059488,-0.00056088,2
-0.0021925,0.00085649,2
-0.00081721,-0.0012186,2
-0.0018104,-0.0009782,2
-0.0022671,-0.00018787,2
-0.001145,-0.0010896,2
-0.0022302,-0.0012248,2
-0.0028614,-0.00054477,2
-0.0023951,-0.00071035,2
-0.0021552,-0.00053975,2
-0.0016877,-0.00076986,2
-0.0021208,-0.0017888,2
-0.0015211,-0.00041163,2
-0.0023908,-0.00056806,2
-0.0025907,-0.00030905,2
-0.0026235,-0.0008715,2
-0.0015924,-0.00058158,2
-0.002101,-0.00070919,2
-0.00049759,-0.00057877,2
-0.0021345,-0.00029724,2
-0.0018206,0.00042623,2
-0.0019836,0.0012721,2
-0.0014341,-0.00019804,2
-0.0016098,0.0009729,2
-0.00087445,0.00039371,2
-0.00081052,-0.0014079,2
-0.0017096,-0.00026121,2
-0.0018637,-0.0010128,2
-0.002282,0.00040342,2
-0.0022035,-0.00013956,2
-0.0022813,-0.00070089,2
-0.0020987,-0.0001531,2
-0.0021379,-0.00057162,2
-0.0016005,-0.00095675,2
-0.00079024,-0.0003778,2
5.23E-05,-0.0007719,2
-0.0018475,-0.00039504,2
-0.00072071,-0.0015193,2
-0.0024463,-0.00057799,2
-0.0016933,0.00083367,2
-0.0021238,-0.00042884,2
-0.0023132,-0.001441,2
-0.0023,-0.0018643,2
-0.0018652,-0.0019287,2
-0.0024685,-0.00071411,2
-0.0023144,-0.00091183,2
-0.0008623,-0.0016595,2
-0.00096814,-0.00047877,2
-0.00074715,-0.00058781,2
-0.00096302,-0.00066014,2
-0.0020405,-0.00091814,2
-0.0023662,-0.00087311,2
-0.0013502,-0.00012887,2
-0.0019719,-0.00039991,2
-0.0025266,-0.0012071,2
-0.0023393,-0.000511,2
-0.0020944,-0.00048904,2
-0.0020851,-0.00042263,2
-0.0018582,-0.00042723,2
-0.0013296,-0.00096347,2
-0.0016481,-0.0010623,2
-0.0019577,-0.00036704,2
-0.0013489,-0.0018046,2
-0.0016186,-0.0022052,2
-0.0023559,-0.00027952,2
-0.0019356,-0.00068456,2
-0.0020019,-0.0019565,2
-0.0027895,-0.001406,2
0.00020744,0.00074691,2
-0.0024271,-0.0017382,2
-0.0029099,-0.0011294,2
-0.0016855,-0.00028215,2
-0.0019053,0.00040387,2
-0.0015841,-0.00045239,2
-0.0023749,-0.00042466,2
-0.0018095,-0.00098238,2
-0.0021994,-0.001385,2
-0.0019138,-0.00072958,2
-0.00067383,-3.96E-05,2
-0.00030256,-0.00011904,2
-0.00044802,6.95E-05,2
-0.002484,-0.00089969,2
-0.0019974,0.001132,2
-0.0015045,0.0005783,2
-0.0024523,-0.0015487,2
-0.0026534,-0.00067942,2
-0.0015299,-0.00077596,2
-0.0016433,-0.00093993,2
-0.0025523,-0.00073896,2
-0.0017476,-0.00055959,2
-0.0015065,-6.79E-05,2
-0.002081,-0.00096963,2
-0.0021254,0.00049951,2
-0.0020414,-0.0010802,2
-0.0018384,-0.00081736,2
-0.002469,-0.0021006,2
-0.0021346,-0.0003717,2
-0.0018532,0.00069426,2
-0.00055052,-0.00042801,2
-0.0011557,-0.00098272,2
-0.0015417,0.0012166,2
-0.00041971,-0.00079787,2
-0.00034091,-0.00088334,2
-0.00097473,0.00014244,2
-0.0013646,-0.00026842,2
-0.0021685,-0.001491,2
-0.0013958,-0.00056022,2
-0.001202,-0.00099973,2
-0.0026477,-0.0015673,2
-0.0019029,2.07E-05,2
-0.00049019,-0.00013251,2
1.17E-05,-0.00062226,2
6.66E-05,-0.0012514,2
-0.0021169,-0.00043432,2
-0.0020417,-0.0012206,2
-0.0026716,-0.0010404,2
-0.0025062,-0.0010041,2
-0.0016305,-0.0016598,2
-0.0022911,-0.00093554,2
-0.0019607,-0.0010701,2
-0.00090762,-0.0002764,2
-0.0025111,-0.00023192,2
-0.0026565,-0.00097792,2
-0.0012924,-0.00044772,2
-0.002011,-0.00078213,2
-0.002521,-0.0011755,2
-0.0015422,0.00035472,2
-0.0025328,-0.00056068,2
-0.0028436,-0.0012571,2
-0.0015875,0.00088004,2
-0.001927,-0.00081944,2
-0.0013481,-0.00062528,2
-0.0020918,-0.00055579,2
-0.0023852,-0.0016272,2
-0.0019434,-0.0013279,2
-0.0012708,-0.00071817,2
-0.002304,-0.0014015,2
-0.001636,-0.0013215,2
-0.0013821,0.00081613,2
-0.0014547,-0.0010392,2
-0.0014645,-0.00070501,2
-0.00068106,-0.00047463,2
-0.001783,0.00029567,2
-0.001581,-0.00045116,2
-0.0017876,-0.0015369,2
-0.0027006,-0.00072435,2
-0.0018779,-0.0013862,2
-0.0021747,-0.001801,2
-0.0023159,-0.00082017,2
-0.0021296,0.00052904,2
-0.0022643,-1.14E-05,2
-0.0017571,-0.0011221,2
-0.0015158,-0.0011802,2
-0.0017695,-0.0011558,2
-0.0015878,-0.00070777,2
-0.0021353,-0.0016948,2
-0.0017898,-0.00072656,2
-0.0015837,-0.00095831,2
-0.003075,-0.0011582,2
-0.00097297,-0.00068189,2
-0.0020024,-0.002163,2
-0.0018449,-0.00086469,2
-1.96E-05,-0.00097872,2
-0.00091134,-0.00065571,2
-0.0016106,-0.00030818,2
-0.00080235,0.0014127,2
-0.0010352,-0.0020594,2
-0.0027048,-0.0020684,2
-0.00058324,-0.00067477,2
-0.00084986,-0.00015729,2
0.00093824,-0.001027,2
0.0010336,-0.0011477,2
-0.0012744,-0.00053691,2
-0.00093342,-0.00060642,2
-0.00037571,-0.0012797,2
-0.0014635,-6.91E-05,2
-0.00089975,-0.00074978,2
-0.0017272,-0.00044999,2
-0.00051862,-0.00040345,2
-0.0024437,-0.001504,2
-0.0025376,-8.28E-05,2
-0.0016756,-0.0011701,2
-0.0015062,-0.00058391,2
-0.002198,9.09E-05,2
-0.0014717,-0.00090556,2
-0.0019479,4.35E-05,2
-0.0015431,-9.96E-05,2
-0.0016376,-0.0015375,2
-0.0011202,-0.0011019,2
-0.0015581,-0.00099946,2
-0.0018046,-0.00044757,2
-0.0023588,-0.00056936,2
-0.0020028,0.00020116,2
-0.0020805,-0.00066107,2
-0.0010708,-0.00094651,2
-0.002163,-1.92E-05,2
-0.0020617,0.00013085,2
-0.001626,-0.00068328,2
-0.0023738,0.00036846,2
-0.00203,4.45E-05,2
-0.002411,-0.00043986,2
-0.0017668,-0.00068259,2
-0.0018512,-0.00097165,2
-0.0023826,-0.00033512,2
-0.0021543,0.00014684,2
-0.0022367,-0.0014364,2
-0.0023829,-0.0014582,2
-0.0024754,-0.0015066,2
-0.0023764,-0.0018321,2
-0.00119,-0.00035856,2
-0.0016077,0.00078759,2
-0.0013521,1.83E-05,2
-0.0012805,-0.0017059,2
-0.0013118,-1.82E-05,2
-0.00072504,1.93E-07,2
-0.0017979,0.00034302,2
-0.0010965,-0.00029171,2
-0.0020181,8.43E-06,2
-0.0018824,0.001176,2
-0.0021941,0.0010587,2
-0.0017657,0.00094192,2
-0.0024386,-0.0002143,2
-0.0021508,-0.00080512,2
-0.0026781,-0.00056013,2
-0.0018791,-0.00096788,2
-0.0012837,-0.001218,2
-0.0016316,-0.00047979,2
-0.00058879,-0.00013427,2
-0.00088629,-0.00025764,2
-0.0026599,-0.00085845,2
-0.0022796,0.00040086,2
-0.0023324,-0.00023235,2
-0.0025971,-0.00036106,2
-0.0014318,-0.00076785,2
-0.0017024,-0.0001699,2
-0.0025753,-0.00079173,2
-0.0020743,-0.00057174,2
-0.0028882,-0.00045247,2
-0.001936,-0.0014427,2
-0.0019399,0.00018148,2
-0.00094432,-0.0012007,2
-0.0017352,-0.0008743,2
-0.0023765,0.0008216,2
-0.0017543,-3.37E-05,2
-0.0015649,7.34E-05,2
8.13E-06,-0.00045714,2
-0.00072779,-0.00091917,2
-0.0003452,-0.00048449,2
-2.09E-05,-0.0014278,2
-0.00093925,-0.0019786,2
-0.00092157,-0.00079099,2
-0.00022785,-0.00082976,2
0.00057509,-0.00037376,2
-0.00029127,-0.0014433,2
-0.00051849,-0.0014722,2
-0.0011803,-0.00073963,2
-0.00058511,-0.00035701,2
6.11E-05,-0.0016098,2
-0.0010143,-0.00054014,2
-0.001191,-0.0008516,2
-0.0013489,-0.0015035,2
-0.00069848,-0.0016536,2
-0.00081559,-0.0008569,2
-0.0016691,-0.00059964,2
-0.00065601,-0.00053349,2
-0.00071787,-0.001542,2
-0.00040944,-0.0013337,2
-0.0011307,-0.0015774,2
-0.00041595,-0.0021704,2
-0.00066313,-0.00071008,2
-0.00060805,-0.00080506,2
4.62E-06,-0.00096494,2
-0.00076414,-0.0013093,2
-0.0014996,-0.0003291,2
-0.00072553,-0.0020516,2
-0.00075569,-7.71E-05,2
-0.0008031,-0.0014131,2
-0.00047908,-0.0011436,2
-0.0016595,-0.00082013,2
-0.000735,-0.0010564,2
-0.0014124,-0.0025645,2
-0.0014487,-0.001728,2
-0.00060184,-0.00062405,2
-0.00095011,-0.00095226,2
-0.0012213,-0.00027867,2
-0.00062346,-0.0010099,2
-0.00045147,-0.00034385,2
-0.0008587,-0.0010703,2
0.00063488,9.85E-05,2
-0.00079944,-0.0013184,2
-0.00089572,-0.001822,2
-0.0011543,-0.0016333,2
-0.0015121,-0.000737,2
-0.00088241,-0.0018651,2
-0.000807,-0.00076495,2
-0.0012737,-0.00035948,2
-7.81E-05,-6.52E-05,2
-0.0011447,-0.00098322,2
-0.00087942,-0.00072336,2
-0.00078247,-0.00075063,2
-0.00026893,-0.0022669,2
-0.0014065,-0.0011846,2
-2.72E-05,-0.001587,2
-0.0014492,-0.00079089,2
0.0003357,-0.0010842,2
-0.0011018,-0.00051254,2
-0.00036921,-0.0016421,2
-0.00051682,-0.0015272,2
-0.0015776,-0.00089303,2
-0.00079019,-0.00056555,2
-0.00075741,-0.00046333,2
-0.00053899,-0.0019962,2
-0.001214,-0.0010986,2
-0.0013965,-0.0013538,2
-0.0010952,-0.0013727,2
-0.00057994,-0.0011386,2
-0.000297,-0.00048817,2
-0.0012942,-0.0016722,2
-0.00017893,-0.00045825,2
-0.00089455,-0.0012691,2
3.40E-05,-0.00096529,2
-0.0013787,-0.00058082,2
-0.0011089,-0.00027884,2
-0.00057637,-0.0020871,2
-0.0010117,-0.0023246,2
-0.00044532,-0.0022398,2
-0.0010819,-0.00080476,2
-0.00096119,-0.0012581,2
-0.00073549,-0.002238,2
-0.0014689,-0.0013699,2
-0.00098854,-0.00061534,2
-0.00099787,-0.0014364,2
-0.0015887,-0.00094386,2
-0.0010899,-0.00042318,2
-0.00062573,-0.0019856,2
-0.00072146,-0.0014788,2
-0.00018096,-0.0018867,2
-0.00040032,-0.000884,2
0.00016995,2.81E-05,2
-0.00036417,-0.00048696,2
-0.00113,-0.00064788,2
-0.001491,-0.00035603,2
-0.00035786,-0.0018767,2
-0.0014734,-0.002223,2
-0.0010248,-0.00029081,2
-0.00016376,-0.0012376,2
-0.00063144,-0.00050654,2
-0.00099649,-0.0018514,2
-0.0017619,-0.00045737,2
-0.00093267,-0.0019467,2
-0.0011048,-0.001695,2
-0.0010253,-0.0017448,2
-0.00086447,-0.0015576,2
-0.00035026,-0.0014636,2
-0.0011288,-0.0009223,2
-0.0009745,-0.0023501,2
-0.00050167,-0.0010523,2
-0.0010962,-0.0011455,2
-4.81E-05,-0.00021927,2
0.00020504,-7.39E-05,2
-0.0015616,-0.0024651,2
-0.00019504,-0.0015015,2
-0.001415,-0.00079371,2
-0.0009714,-0.0019078,2
-0.0010984,-0.0016259,2
-5.72E-06,-0.0005833,2
-0.0016572,-0.0025189,2
-0.00065723,-0.00096989,2
-0.00073319,-0.0011403,2
0.00022586,-0.00078829,2
-0.00023045,-0.001184,2
-0.0002165,-0.00052376,2
-0.00073211,-0.00079899,2
-0.00093357,-0.0021058,2
-0.00061167,-0.0010212,2
-0.00064763,-0.0022334,2
-0.0010256,-0.0014351,2
-0.00068998,-0.00069122,2
-0.00062544,-0.0015874,2
-0.00081327,-0.0012018,2
-0.0012163,-0.0015388,2
-0.0010422,-0.0017893,2
-0.0014891,-0.0008595,2
-0.00094806,-0.0018718,2
-0.00040345,-0.00046865,2
0.000773,-0.0019732,2
-6.48E-05,-0.0010101,2
-0.0005511,-0.002017,2
-0.00072275,-0.0013771,2
0.00049383,0.00014753,2
-0.00029691,0.0001009,2
-0.00083901,-0.0013725,2
-0.00090575,-0.001478,2
-0.00077436,-0.0021035,2
-0.00079467,-0.00058905,2
-0.00082618,-0.0014285,2
-0.00028948,-0.00040167,2
-0.00030323,-0.0014299,2
-0.0016266,-0.0025221,2
-0.00088722,-0.0022045,2
-0.00080493,-0.0029259,2
-0.0006962,-0.0029153,2
-0.00083013,-0.0019923,2
-0.00091554,-0.0024217,2
-9.75E-05,-0.00041706,2
-0.0014328,-0.0013966,2
-0.00065407,-0.0027253,2
0.0003184,-0.0016136,2
-0.0015749,-0.0027899,2
-0.0015216,-0.0023994,2
0.00022928,-0.0016511,2
-0.00014921,-0.0013069,2
-0.00095219,-0.00054454,2
-0.0012581,-0.001293,2
-0.00061388,-0.0026097,2
-0.0008047,-0.0024192,2
-0.0007443,-0.0013322,2
-0.00068029,-0.00037992,2
-0.0011906,-0.001079,2
0.00027981,-0.00033464,2
-0.0012443,-0.0018079,2
-0.0011616,-0.0012243,2
-0.00099161,-0.0025816,2
-0.0011537,-0.0020703,2
-0.00017266,-0.00073501,2
-0.0016317,-0.0029234,2
-0.0010735,-0.0022797,2
-0.00073245,-0.00015023,2
-0.0012354,-0.0024538,2
-0.0017108,-0.0024821,2
-0.001405,-0.0023868,2
-0.0015649,-0.00028109,2
0.00031941,-0.0014106,2
0.00011796,-0.0013469,2
-9.47E-05,-0.0021205,2
-0.0004157,-0.00049337,2
-0.0014548,-0.00094453,2
-0.0013651,-0.00066947,2
-0.0014218,-0.00054424,2
-0.0014858,-0.00076536,2
-0.00072971,-0.0010023,2
-0.00091679,-0.0013985,2
0.00021916,-0.0006906,2
-0.00055437,-0.0016862,2
-0.00081984,-0.0018086,2
0.0003723,-7.13E-05,2
-0.00052257,-0.0017815,2
-0.00031494,-0.0020378,2
-0.0006091,-0.0022995,2
-0.00099569,-0.00076191,2
-0.00056685,-0.0019008,2
-0.0014881,-0.00049229,2
-0.001338,-0.0010783,2
-0.0011694,-0.0011468,2
-0.0011033,-0.0017146,2
0.00011616,-0.0017989,2
-0.0010248,-0.00087,2
0.00046711,9.85E-05,2
0.00047162,0.00011416,2
0.00030445,-0.00093039,2
-0.0013666,-0.00039495,2
-0.0010266,-0.0011759,2
-0.001115,-0.0011113,2
-0.00071184,-0.0022877,2
-0.0010409,-0.000961,2
-0.0010623,-0.00095033,2
-0.0011934,-0.0010722,2
-0.0010839,-0.00047378,2
0.00023516,-0.0005329,2
-3.61E-05,-0.0004885,2
-0.001315,-0.0010818,2
-0.00057909,-0.00067194,2
-0.0010004,-0.0012696,2
-8.49E-05,-0.0015454,2
-0.00017551,-0.00080248,2
-0.0012385,-0.0023592,2
-0.00037166,-0.00072343,2
-0.00057777,-0.00041687,2
-0.0013905,-0.00082928,2
-0.00061688,-0.0017247,2
-0.00042037,0.00023303,2
-0.00083701,-0.00024355,2
-0.0008677,-0.00080641,2
-0.0012711,-0.00074704,2
-0.0014796,-0.00062216,2
-0.0010306,-0.0010529,2
-0.00096607,-0.0014624,2
-0.00031067,-0.00035587,2
-5.81E-05,-0.0017136,2
-0.0018169,-0.0024532,2
-0.0011335,-0.0024068,2
-0.00076787,-0.00267,2
-0.0014649,-0.002091,2
-0.00082082,-0.0023978,2
-0.0014643,-0.0008344,2
-0.001639,-0.0020613,2
-0.0012199,-0.00046679,2
-0.00064822,-0.0010646,2
-0.0012091,-0.00030969,2
-0.00085063,-0.0013504,2
-0.0014769,-0.00074505,2
-0.0014,-0.00076572,2
-0.001945,-0.00083482,2
-0.0016596,-0.00054824,2
-0.00078085,-0.0015192,2
-0.00020052,-0.0009592,2
-0.00023288,-0.00071352,2
-0.0005623,-0.0013233,2
-0.00089926,-0.00081559,2
-0.00050887,-0.0012534,2
5.40E-05,-1.36E-05,2
-0.00027279,-0.00077601,2
-0.001167,-0.0015893,2
-0.00094023,-0.0013529,2
-0.00096816,-0.0013693,2
-0.0011635,-0.00090603,2
-0.0010351,-0.0004224,2
-0.0009558,-0.00052416,2
-0.001357,-0.00063048,2
-0.0009283,-0.0015493,2
-0.00076119,-0.0013795,2
-0.0010589,-0.00044729,2
-0.001808,-0.00073363,2
-0.00032642,-0.00045408,2
-0.0017532,-0.0023012,2
-0.00033314,-0.001668,2
-0.0004628,-0.0010878,2
-0.00073536,-0.0013955,2
-0.00057574,-0.00050908,2
-0.00018831,-0.00074608,2
-0.00091653,-0.002092,2
-0.0010186,-0.0010422,2
-0.00032375,-0.00067749,2
-0.00094265,-0.00066834,2
-0.0014306,-0.0012112,2
-0.00072245,-0.0005546,2
-0.0010811,-0.00070681,2
-0.0010732,-0.0011239,2
-0.0010513,-0.00096788,2
-0.0010924,-0.00084643,2
-0.0012303,-0.0026111,2
-0.0013048,-0.00098157,2
-0.00099959,-0.0016152,2
-0.0004894,-0.00056567,2
0.00017922,-0.0015759,2
-0.00037805,-0.00074098,2
0.00036072,-0.00012929,2
-0.0010058,-0.0005813,2
-0.001259,-0.00010327,2
-0.0015495,-0.0013074,2
-0.00057964,-0.0010923,2
-0.000638,-0.0010902,2
-0.00073159,-0.0012685,2
-0.00067258,-0.0016384,2
-0.0010164,-0.00061928,2
-0.00032868,-0.0022995,2
-0.0011965,-0.0010908,2
-0.00090492,-0.001841,2
-0.00065136,-0.0017427,2
-0.00078075,-0.00053847,2
-0.00039547,-0.0014016,2
0.00019425,-0.00016626,2
-0.00026488,-0.0015554,2
-0.0011685,-0.00030015,2
-0.0014767,-0.0025228,2
-0.00052332,-0.0010129,2
-0.0012849,-0.0010036,2
-0.0014958,-0.00082673,2
-0.0013539,-0.00065822,2
-0.00073002,-0.00072668,2
-0.00083535,-0.00047005,2
-6.51E-05,-0.0015073,2
-0.00045943,-0.001125,2
-0.00072701,-0.00033407,2
-0.0007093,-0.00066838,2
-0.00062447,-0.0011474,2
-0.000443,-0.00057152,2
-0.0016533,-0.0021728,2
-0.0015473,-0.0013462,2
-0.00075524,-0.0003107,2
0.0007805,-0.00044715,2
-0.0015149,-0.0013228,2
-0.0015707,-0.0014425,2
-0.0012406,-0.0011455,2
-0.0012248,-0.0014236,2
-0.00095847,-0.0010383,2
-0.00073663,-0.0008979,2
-0.001055,-0.001262,2
-0.001056,-0.00068798,2
-0.0010772,-0.00083954,2
-0.00063784,-0.0013028,2
-0.00029127,-0.0016496,2
-0.0004861,-0.0014164,2
-0.0015055,-0.0010244,2
-0.0012,-0.0019571,2
-0.00076248,-0.0023427,2
-0.00025152,-0.0018834,2
-0.0012631,-0.00061564,2
-0.00105,-0.00077214,2
-0.0011939,-0.0011067,2
-0.001621,-0.0005829,2
-0.0010239,-0.0010734,2
-0.00095584,-0.00082342,2
-0.0010226,-0.0012844,2
-0.00082465,-0.0011432,2
-0.00062747,-0.00035406,2
-0.0013184,-0.00070883,2
0.00050625,0.00047088,2
0.00045185,0.00062519,2
-0.0013426,-0.0021487,2
-0.0018301,-0.0022683,2
-0.00040426,-0.00027599,2
-0.00063418,-0.00052964,2
-0.0011521,-0.0027325,2
-0.0012531,-0.002799,2
-0.0014875,-0.0005563,2
-0.0014897,-0.00064765,2
-0.0010979,-0.0028026,2
-0.0008706,-0.0010451,2
0.00029415,-0.00034624,2
-0.00028777,-0.0002901,2
-0.0010025,-0.00073346,2
-0.00059607,-0.00065491,2
0.00083389,-7.04E-05,2
0.0005225,2.88E-05,2
-0.00035106,-0.0015795,2
-0.00026447,-0.0013759,2
-0.0010942,-0.0015969,2
-6.00E-05,8.95E-06,2
-0.00097213,-0.0017171,2
-0.0012889,-0.0011492,2
-0.0006603,-0.00044184,2
-0.00080339,-0.00095652,2
-0.00018376,-0.00036923,2
-0.00071074,-0.00045411,2
-0.00050103,-0.0013071,2
-0.00081812,-0.00056964,2
-0.0014232,-0.0016264,2
-0.00077703,-0.00223,2
-0.0012853,-0.0011006,2
-0.0002892,-0.0015915,2
-0.0016977,-0.0010465,2
-0.00025703,-0.0016596,2
-0.00084264,-0.0021646,2
-0.00069654,-0.0013152,2
-0.0011429,-0.0013696,2
-0.00083008,-0.00091927,2
0.00014869,-0.00016511,2
-0.0015345,-0.0011681,2
-0.0016767,-0.00093583,2
-0.0007364,-0.00090432,2
-0.00075492,-0.00073313,2
-0.0011778,-0.00051581,2
-0.00062819,-0.00066611,2
-0.001028,-0.0016718,2
-0.0012817,-0.0015797,2
-0.0012683,-0.0015965,2
-0.00039738,-0.00039826,2
-0.00068461,-0.0013614,2
-0.0012227,-0.00036149,2
-0.0013432,-0.00097445,2
-0.00022146,-0.00052175,2
-0.00051457,-0.0005174,2
-0.00052939,-0.00042232,2
-0.001517,-0.0029529,2
-0.00033607,-0.0011689,2
-0.00076997,-0.0014756,2
-0.00089551,-0.00089066,2
-0.0016852,-0.0018477,2
-0.00114,-0.0010539,2
-0.0016349,-0.0020098,2
-0.0016383,-0.00095962,2
-0.0013464,-0.0015702,2
-0.0009206,-0.0012359,2
-0.0009545,-0.00084734,2
-0.001291,-0.001073,2
-0.0012423,-0.0018179,2
-0.0015161,-0.00069292,2
-0.00077385,-0.0018676,2
-0.00090557,-8.57E-05,2
-0.00045574,-0.0020662,2
-0.001005,-0.0016093,2
0.0001463,-1.18E-05,2
-0.0017544,-0.0010863,2
-0.0016447,-0.0011629,2
-0.0012768,-0.0015966,2
-0.0014125,-0.00077408,2
-0.0019127,-0.00068805,2
-0.0011045,-0.00089745,2
-0.0016574,-0.0021444,2
-0.0012535,-0.0010278,2
-0.0015547,-0.0023395,2
-0.0013801,-0.0019912,2
-0.001203,-0.00029529,2
-0.0011035,-0.00048044,2
-0.00067797,-0.0012991,2
-0.0005274,-0.00057375,2
-0.0009119,-0.0014154,2
-0.0010164,-0.0011198,2
-0.0010368,-0.00097594,2
-0.001122,-0.00071128,2
-0.00099627,-0.0015401,2
-0.00048865,-0.00046094,2
-0.001371,-0.00054979,2
-0.00064901,-0.00062937,2
-0.00077797,-0.00099281,2
-0.0009938,-0.00092446,2
-0.00059223,-0.00043465,2
-0.00014529,-0.0011908,2
-0.0013329,-0.0014872,2
-0.00098209,-0.0013146,2
-0.0013733,-0.0023429,2
-0.00089794,-0.001679,2
-0.0013991,-0.0009685,2
-0.00068886,-0.0015003,2
-0.00087015,-0.0006976,2
-0.00096472,-0.00077638,2
-0.00146,-0.0010844,2
-0.0012582,-0.0017689,2
-0.0010168,-0.00087547,2
-0.0006025,-0.0021385,2
-0.00088803,-0.00075078,2
-0.0015852,-0.00060947,2
-0.00089678,-0.0015755,2
-0.00014856,-0.0010339,2
-0.00042157,-0.0010944,2
-0.0013847,-0.0012821,2
-0.0011982,-0.00058938,2
-0.00029389,-0.00015504,2
-0.0018189,-0.00161,2
-0.00079869,-0.0020466,2
-0.00066283,-0.0012079,2
-0.00073262,-0.0010378,2
-0.001798,-0.00058111,2
-0.00026381,-0.00031292,2
-0.0013317,-0.00097556,2
-0.0012892,2.93E-06,2
-0.00083421,-0.0011579,2
-0.00021652,-0.0002033,2
-0.00088921,-0.00049182,2
-0.0010401,-0.0014188,2
-0.00072786,-0.0017919,2
-0.00092556,-0.0013937,2
-0.00097019,-0.0004766,2
-0.0010846,-0.00098292,2
-0.001443,-0.00079672,2
-0.00028739,-0.00051901,2
-0.00018996,-0.00068017,2
-0.00050179,-0.00090205,2
-0.001246,-0.0012212,2
-0.0010169,-0.0010514,2
-0.001116,-0.0014356,2
-0.0010595,-0.0012601,2
-0.0011092,-0.0004386,2
-0.0014563,-0.0026008,2
-0.0011828,-0.00055063,2
-0.00061312,-0.0021963,2
7.91E-05,-0.00088734,2
-0.00038256,-0.0011263,2
-0.0010477,-0.00085878,2
-0.0014977,-0.00075956,2
-0.0013236,-0.00080748,2
-0.0012635,-0.0013115,2
-0.0013366,-0.0011622,2
-0.00087591,-0.00087409,2
-0.0014893,-0.0017515,2
-0.0010201,-0.0015672,2
-0.0012671,-0.0017279,2
-0.00095643,-0.001045,2
-0.0012509,-0.00085492,2
-0.00085553,-0.0006619,2
-0.0012575,-0.0013673,2
-0.0010042,-0.0022713,2
-0.00093316,-0.00088879,2
0.00026351,-0.0012027,2
-3.29E-05,-0.0008492,2
-0.0011244,-0.0010692,2
-0.00036033,-0.001132,2
-0.00072974,-0.00086485,2
0.0008318,-0.0004896,2
0.00039574,-0.0011355,2
-0.00044041,-0.00094577,2
-0.00014527,-0.0021922,2
-0.0011718,-0.00049669,2
-0.0016681,-0.0026196,2
-0.0013123,-0.0016938,2
-0.00069794,-0.00077432,2
-0.00078475,-0.0011451,2
-0.000744,-0.0006067,2
-0.00092545,-0.00086113,2
-0.0013984,-0.00088532,2
-0.0008934,-0.00096621,2
-0.00073285,-0.0013289,2
-0.0015283,-0.0021288,2
-0.0016407,-0.0027128,2
-0.0014849,-0.00091445,2
-0.0012584,-0.0008144,2
-0.0003398,-0.0013394,2
1.72E-05,-0.0012242,2
-0.00048014,-0.00022029,2
-0.001453,-0.00057453,2
-0.0010148,-0.00077293,2
-0.00059966,-0.00064407,2
-0.0015275,-0.0010347,2
-0.00057905,-0.00093974,2
0.00017037,-0.000486,2
-0.00016701,-0.0006325,2
-0.00066757,-0.00069997,2
-0.00037029,-0.00074249,2
-0.00060088,-0.0011193,2
-0.00085983,-0.0016319,2
-0.00076855,-0.0012968,2
-0.00094061,-0.00057517,2
-0.00024647,-0.00059938,2
-0.0004805,-0.00062356,2
-0.001295,-0.00065802,2
-0.00052846,-0.0024483,2
-0.0008927,-0.00092129,2
-0.0013394,-0.00054066,2
0.00017526,-0.0014163,2
0.000398,-0.001712,2
-0.0006941,-0.0012814,2
-0.00078857,-0.0010749,2
-0.0011134,-0.0013295,2
-0.0015764,-0.0005624,2
-0.00030333,-0.00045559,2
